Id,Name,FullName
929169,AFO,AllForOneBusiness
933824,AEVO,Always Evolving
4324,AERO,Aero Coin
927509,AER,Aeryus
20730,AEON,AEON
924988,AEN,Aenco
935244,AEM.CUR,Agnico Eagle
20656,ADZ,Adzcoin
170452,ADX,AdEx
188858,ADT,AdToken
935227,ADS.CUR,Adidas AG
935490,ADPT.CUR,Adaptive Biotechnologies Corporation
935387,ADNT.CUR,Adient
931418,ADN,Aladdin
833028,ADM,ADAMANT Messenger
127738,ADL,Adelphoi
780883,ADI,Aditus
866454,ADH,Adhive
936463,ADEL,Akropolis Delphi
6108,ADC,AudioCoin
935517,ADBE.CUR,Adobe Systems Inc
468052,ADB,Adbank
935422,ADABEAR,3X Short Cardano Token
808094,ACTN,Action Coin
6476,ACP,Anarchists Prime
4323,ACOIN,ACoin
926174,ACM,Actinium
294364,ACE,TokenStars
931406,ACDC,Volt
931847,ACD,Alliance Cargo Direct
249821,ACC,AdCoin
517389,AC3,AC3
4322,AC,Asia Coin
419711,ABYSS,The Abyss
5338,ABY,ArtByte
931527,ABX,Arbidex
912961,ABS,Absolute Coin
303943,ABC,AB-Chain
935083,ABBV.CUR,Abbvie
934026,ABA,EcoBall
928556,AAT,Agricultural Trade Chain
935085,AAP.CUR,Advance Auto Parts
925785,AAA,AAA Reserve Currency
935079,AA.CUR,Alcoa
935375,8X8,8X8 Protocol
177124,8BT,8 Circuit Studios
5327,8BIT,8BIT Coin
29462,888,Octocoin
28223,808,808
936212,4ART,4ART Coin
4321,42,42 Coin
21227,404,404Coin
934393,300F,300FIT
749869,300,300 token
20910,2GIVE,2GiveCoin
925200,1WO,1World
28328,1ST,FirstBlood
930841,1SG,1SG
5406,1CR,1Credit
20824,1337,EliteCoin
877383,0xBTC,0xBitcoin
